City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
395,Zaqatala,AZ,41.6336,46.6433,68.47,56,13,9.22,few clouds
396,Tamandare,BR,-8.7597,-35.1047,72.59,77,53,9.75,broken clouds
397,Luganville,VU,-15.5333,167.1667,76.55,73,84,16.69,broken clouds
398,Emba,KZ,48.8264,58.1442,71.83,24,9,7.16,clear sky
399,Marsh Harbour,BS,26.5412,-77.0636,82.47,80,98,18.45,overcast clouds
400,Kaoma,ZM,-14.7833,24.8,56.93,73,0,6.91,clear sky
401,Camaguey,CU,21.3808,-77.9169,80.94,83,40,3.44,light rain
402,Ust-Tsilma,RU,65.441,52.1498,57.76,96,87,8.21,overcast clouds
403,Dera Bugti,PK,29.0307,69.151,83.86,50,5,4.99,clear sky
404,Gambissara,SN,13.2382,-14.3108,75.0,92,100,7.47,overcast clouds
405,Mehamn,NO,71.0357,27.8492,45.01,82,100,10.94,overcast clouds
406,Bengkulu,ID,-3.8004,102.2655,75.15,87,66,4.76,broken clouds
407,Shenjiamen,CN,29.9576,122.298,78.82,91,97,5.41,light rain
408,Brooks,CA,50.5834,-111.8851,93.18,16,62,5.75,broken clouds
409,Dalby,AU,-27.1833,151.2667,66.9,56,25,8.43,scattered clouds
410,Lumeje,AO,-11.55,20.7833,63.93,30,0,5.61,clear sky
411,Omboue,GA,-1.5746,9.2618,75.49,85,79,9.08,broken clouds
412,Atasu,KZ,48.6814,71.6433,59.4,55,43,4.09,scattered clouds
413,Xichang,CN,27.8964,102.2634,66.94,91,94,1.45,overcast clouds
414,Mananara,MG,-16.1667,49.7667,63.25,90,46,6.2,scattered clouds
415,Half Moon Bay,US,37.4636,-122.4286,95.11,72,1,6.91,clear sky
416,Khandyga,RU,62.6667,135.6,69.53,69,86,4.27,overcast clouds
417,Constitucion,CL,-35.3333,-72.4167,51.28,89,100,18.03,overcast clouds
418,Pingdu,CN,36.7844,119.9464,80.04,85,36,3.44,scattered clouds
419,Tawang,IN,27.5833,91.8667,58.15,95,100,0.96,overcast clouds
420,Bambanglipuro,ID,-7.95,110.2833,76.84,83,36,10.96,scattered clouds
421,Soyo,AO,-6.1349,12.3689,72.72,91,34,5.95,scattered clouds
422,Rawson,AR,-43.3002,-65.1023,59.02,30,98,17.74,overcast clouds
423,Maturin,VE,9.75,-63.1767,73.53,91,100,3.53,overcast clouds
424,Kushikino,JP,31.7167,130.2667,80.06,90,100,11.14,overcast clouds
425,Moussoro,TD,13.6408,16.4901,82.67,62,61,5.91,broken clouds
426,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.25,98,60,1.54,broken clouds
427,Yaring,TH,6.8662,101.3689,75.24,82,100,3.58,overcast clouds
428,Muisne,EC,0.6,-80.0333,74.89,84,95,9.86,overcast clouds
429,Skibotn,NO,69.3913,20.2679,48.29,93,100,4.23,overcast clouds
430,Bandarbeyla,SO,9.4942,50.8122,76.86,77,48,29.3,scattered clouds
431,Planaltina,BR,-15.4528,-47.6142,73.69,36,7,5.21,clear sky
432,Lexington,US,37.9887,-84.4777,75.09,81,40,1.01,scattered clouds
433,Merauke,ID,-8.4667,140.3333,79.84,76,90,14.27,overcast clouds
434,Tahe,CN,52.3333,124.7333,72.32,51,40,1.81,scattered clouds
435,Lamar,US,33.6668,-95.5836,84.36,77,90,4.61,overcast clouds
436,Karratha,AU,-20.7377,116.8463,75.67,52,90,15.57,overcast clouds
437,Bam,IR,29.106,58.357,86.54,13,5,8.03,clear sky
438,Ballyshannon,IE,54.5,-8.1833,55.62,81,81,12.33,broken clouds
439,Gravdal,NO,68.1214,13.5031,51.06,77,83,15.75,broken clouds
440,Pevek,RU,69.7008,170.3133,32.88,98,100,4.81,overcast clouds
441,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,88,75,4.43,broken clouds
442,Kaitangata,NZ,-46.2817,169.8464,55.02,56,98,10.67,overcast clouds
443,Kainantu,PG,-6.2887,145.8655,70.45,71,98,3.98,overcast clouds
444,Southbridge,US,42.0751,-72.0334,71.15,80,64,1.68,broken clouds
445,Nicoya,CR,10.1483,-85.452,74.75,91,96,2.37,overcast clouds
446,Bahia Honda,CU,22.9036,-83.1592,82.09,77,100,6.11,light rain
447,Iringa,TZ,-7.7667,35.7,54.93,81,40,9.17,scattered clouds
448,Sergeyevka,KZ,53.88,67.4158,64.87,74,58,5.91,broken clouds
449,Lakes Entrance,AU,-37.8811,147.981,61.57,55,31,21.68,scattered clouds
450,Ahuimanu,US,21.4447,-157.8378,91.11,56,20,14.97,few clouds
451,Melfi,IT,40.9965,15.6514,70.39,51,0,5.95,clear sky
452,Tarauaca,BR,-8.1614,-70.7656,81.41,43,20,0.69,few clouds
453,Manono,CD,-7.3,27.4167,72.32,35,0,3.06,clear sky
454,Cabedelo,BR,-6.9811,-34.8339,74.07,80,41,14.56,scattered clouds
455,Kety,PL,49.8821,19.2233,70.34,75,51,5.41,broken clouds
456,Tarko-Sale,RU,64.9225,77.785,55.74,78,98,12.24,overcast clouds
457,Tautira,PF,-17.7333,-149.15,84.22,76,25,10.76,light rain
458,Kommunar,RU,59.6206,30.39,58.66,86,30,11.83,scattered clouds
459,Sobolevo,RU,54.4299,31.8996,60.22,75,66,5.26,broken clouds
460,Vila,PT,42.0304,-8.1588,56.7,76,0,5.66,clear sky
461,Tam Ky,VN,15.5667,108.4833,87.78,80,69,3.31,broken clouds
462,College,US,64.8569,-147.8028,52.59,93,90,10.36,light rain
463,Mildura,AU,-34.2,142.15,54.07,82,90,11.5,overcast clouds
464,Coos Bay,US,43.3665,-124.2179,98.85,77,90,12.66,overcast clouds
465,Nantucket,US,41.2835,-70.0995,71.1,83,1,6.91,clear sky
466,Port Augusta,AU,-32.5,137.7667,57.34,73,15,5.55,few clouds
467,Kuruman,ZA,-27.4524,23.4325,52.99,67,0,15.19,clear sky
468,Jiuquan,CN,39.7432,98.5174,75.72,28,12,11.65,few clouds
469,Gat,IL,31.61,34.7642,79.48,100,0,2.62,clear sky
470,Arona,ES,28.0996,-16.681,84.11,83,0,3.44,clear sky
471,Kimbe,PG,-5.5502,150.1429,86.65,65,68,1.61,light rain
472,Xiamen,CN,24.4798,118.0819,86.05,79,0,2.24,clear sky
473,Chimbote,PE,-9.0853,-78.5783,63.16,85,43,9.91,scattered clouds
474,Guerrero Negro,MX,27.9769,-114.0611,77.05,66,6,16.71,clear sky
475,Teguldet,RU,57.3064,88.1667,57.79,75,100,5.44,overcast clouds
476,Makat,KZ,47.6469,53.3463,73.72,21,0,4.76,clear sky
477,Vagur,FO,61.4732,-6.8119,48.9,69,34,2.71,scattered clouds
478,Lodja,CD,-3.4833,23.4333,73.62,64,39,0.78,scattered clouds
479,Lydenburg,ZA,-25.0978,30.4597,45.39,92,1,1.1,clear sky
480,Taoudenni,ML,22.6783,-3.9836,100.8,9,63,5.06,broken clouds
481,Balotra,IN,25.8333,72.2333,82.38,68,23,12.19,few clouds
482,Camacha,PT,33.0833,-16.3333,83.16,88,20,12.66,few clouds
483,Klaksvik,FO,62.2266,-6.589,43.72,74,23,7.56,few clouds
484,Virden,US,39.5009,-89.7679,78.62,64,49,6.38,scattered clouds
485,Tarboro,US,35.8968,-77.5358,75.58,100,1,0.0,clear sky
486,Port-Cartier,CA,50.0334,-66.8654,66.74,56,44,8.86,scattered clouds
487,Tombouctou,ML,20.0,-3.0,94.98,28,54,9.17,broken clouds
488,Sai Buri,TH,6.7013,101.6168,74.91,83,100,3.38,overcast clouds
489,Neyshabur,IR,36.2133,58.7958,66.74,20,0,2.06,clear sky
490,Cedar City,US,37.6775,-113.0619,93.4,11,1,6.91,clear sky
491,Antofagasta,CL,-23.65,-70.4,56.48,83,39,6.22,scattered clouds
492,Aykhal,RU,66.0,111.5,52.97,76,94,6.44,overcast clouds
493,Sechura,PE,-5.5569,-80.8222,67.14,72,46,15.84,scattered clouds
494,Puerto Colombia,CO,10.9878,-74.9547,80.69,80,82,8.99,broken clouds
495,Russkaya Polyana,UA,49.417,31.9201,65.53,59,0,2.93,clear sky
496,Ngunguru,NZ,-35.6167,174.5,60.17,57,23,7.61,few clouds
497,Saint-Francois,FR,46.4154,3.9054,70.18,76,90,5.75,overcast clouds
498,Port-Gentil,GA,-0.7193,8.7815,76.77,84,81,14.7,broken clouds
499,Nishihara,JP,26.1842,127.7558,85.28,84,75,8.05,broken clouds
500,Touros,BR,-5.1989,-35.4608,76.1,77,35,17.07,scattered clouds
501,Arlit,NE,18.7369,7.3853,94.8,24,100,7.14,overcast clouds
502,Santa Cruz De La Palma,ES,28.6835,-17.7642,75.34,83,0,14.97,clear sky
503,San Lawrenz,MT,36.0553,14.204,79.86,83,0,6.26,clear sky
504,Bejar,ES,40.3864,-5.7634,60.94,19,0,5.86,clear sky
505,Roald,NO,62.5833,6.1333,56.91,94,20,5.75,few clouds
506,Rorvik,NO,64.8621,11.2373,54.72,76,100,13.65,overcast clouds
507,Tura,IN,25.5198,90.2201,74.53,97,99,4.25,overcast clouds
508,Poum,NC,-20.2333,164.0167,72.97,63,98,21.05,overcast clouds
509,Cassia,BR,-20.5831,-46.9219,69.84,33,33,2.06,scattered clouds
510,Vlakhopoulon,GR,37.0333,21.7833,73.53,64,0,2.53,clear sky
511,Vardo,NO,70.3705,31.1107,46.6,76,96,16.71,overcast clouds
512,Maceio,BR,-9.6658,-35.7353,72.84,83,75,2.3,broken clouds
513,Antalaha,MG,-14.9003,50.2788,65.57,83,47,9.08,scattered clouds
514,Bend,US,44.0582,-121.3153,98.46,25,1,5.01,haze
515,Tashtagol,RU,52.7657,87.8894,56.17,92,97,1.41,overcast clouds
516,Lanzhou,CN,36.0564,103.7922,69.08,68,61,2.21,broken clouds
517,Palmer,US,42.1584,-72.3287,72.28,72,40,5.75,scattered clouds
518,Sola,VU,-13.8833,167.55,75.87,88,90,9.22,overcast clouds
519,Shihezi,CN,44.3,86.0333,71.22,56,100,0.96,overcast clouds
520,Tessalit,ML,20.1986,1.0114,93.61,28,34,9.55,scattered clouds
521,Raahe,FI,64.6833,24.4833,51.89,88,100,11.77,overcast clouds
522,Port Macquarie,AU,-31.4333,152.9167,64.36,39,20,5.35,few clouds
523,Matagami,CA,49.7502,-77.6328,69.91,56,1,8.05,clear sky
524,Faanui,PF,-16.4833,-151.75,78.87,73,9,8.84,clear sky
525,Banovici,BA,44.4053,18.5242,68.02,94,0,1.14,clear sky
526,Bandar-E Lengeh,IR,26.5579,54.8807,89.71,84,6,4.61,mist
527,Swan River,CA,52.1058,-101.2676,85.89,35,51,5.75,broken clouds
528,Bonthe,SL,7.5264,-12.505,77.27,83,100,9.66,light rain
529,Ileza,RU,61.0533,43.9002,57.04,99,100,6.76,overcast clouds
530,Nyurba,RU,63.2842,118.3319,53.44,91,100,5.99,light rain
531,Neuquen,AR,-38.9516,-68.0591,49.89,62,0,4.61,clear sky
532,Tual,ID,-5.6667,132.75,79.92,84,47,18.23,scattered clouds
533,Were Ilu,ET,10.6,39.4333,52.14,93,96,4.14,moderate rain
534,Santa Marta,CO,11.2408,-74.199,81.99,88,75,1.99,broken clouds
535,Kembe,CF,4.6228,21.8865,69.15,99,100,3.13,light rain
536,Njinikom,CM,6.2333,10.2833,62.62,97,99,0.63,light rain
537,Inirida,CO,3.8653,-67.9239,73.09,97,75,0.92,broken clouds
538,Gagra,GE,43.3283,40.2239,67.12,82,59,3.53,broken clouds
539,Griffith,US,41.5284,-87.4237,76.08,66,40,3.0,scattered clouds
540,Manadhoo,MV,5.7667,73.3833,81.41,77,100,14.52,overcast clouds
541,Biltine,TD,14.5333,20.9167,78.75,68,82,2.21,broken clouds
542,Baykit,RU,61.67,96.37,57.51,84,91,1.48,overcast clouds
543,Goderich,CA,43.7501,-81.7165,71.56,64,0,3.44,clear sky
544,San Quintin,MX,30.4833,-115.95,73.94,74,23,10.31,few clouds
545,Bud,US,39.447,-86.1758,75.18,77,100,7.9,overcast clouds
546,Dwarka,IN,22.2394,68.9678,80.71,77,99,13.51,overcast clouds
547,Plettenberg Bay,ZA,-34.0527,23.3716,57.72,58,1,6.55,clear sky
548,Tazovskiy,RU,67.4667,78.7,46.58,85,99,20.09,overcast clouds
549,Luanda,AO,-8.8368,13.2343,71.44,90,15,10.11,few clouds
550,Batemans Bay,AU,-35.7167,150.1833,62.91,39,0,11.59,clear sky
551,Tanda,IN,26.55,82.65,81.43,87,96,5.93,overcast clouds
552,San Roque,ES,36.2107,-5.3842,72.43,88,2,5.75,haze
553,San Isidro,PE,-12.1167,-77.05,63.01,90,90,11.5,overcast clouds
554,Tomatlan,MX,19.9333,-105.25,86.86,74,61,6.8,broken clouds
555,Las Cruces,US,32.3123,-106.7783,82.99,58,90,3.0,overcast clouds
556,Les Cayes,HT,18.2,-73.75,80.64,82,76,0.89,broken clouds
557,Ibotirama,BR,-12.1853,-43.2206,73.72,31,5,3.98,clear sky
558,Pacifica,US,37.6138,-122.4869,98.26,81,20,1.99,few clouds
559,Hearst,CA,49.6835,-83.6665,79.05,50,41,10.13,scattered clouds
560,Araouane,ML,18.9048,-3.5265,95.72,32,30,11.1,scattered clouds
561,Mossendjo,CG,-2.9506,12.7261,68.88,91,65,4.74,broken clouds
562,Grand-Santi,GF,4.25,-54.3833,72.18,98,100,3.47,overcast clouds
563,Langsa,ID,4.4683,97.9683,72.81,99,100,3.13,light rain
564,Shingu,JP,33.7333,135.9833,78.91,94,100,3.31,overcast clouds
565,Pimentel,PE,-6.8367,-79.9342,64.0,83,78,4.0,broken clouds
566,Del Rio,US,29.3627,-100.8968,98.71,37,20,9.22,few clouds
567,Puri,IN,19.8,85.85,84.0,81,100,2.86,overcast clouds
568,Salalah,OM,17.0151,54.0924,77.09,94,90,3.44,light intensity drizzle
569,Sabadell,ES,41.5433,2.1094,79.38,82,0,2.3,clear sky
570,Cody,US,44.5263,-109.0565,89.91,24,0,5.01,clear sky
571,Tiznit,MA,29.5833,-9.5,90.57,14,53,1.23,broken clouds
572,Haines Junction,CA,60.7522,-137.5108,64.35,39,62,6.91,broken clouds
573,Monte Azul,BR,-15.155,-42.8747,69.06,42,9,5.41,clear sky
574,Aksha,RU,50.2814,113.2867,65.01,75,4,3.02,clear sky
575,Benguela,AO,-12.5763,13.4055,70.57,88,32,2.42,scattered clouds
576,Gwadar,PK,25.1216,62.3254,78.93,82,100,7.56,overcast clouds
577,Rudbar,AF,30.15,62.6,76.68,18,0,10.67,clear sky
578,Pervomayskiy,RU,53.2485,40.2871,63.5,58,27,2.57,scattered clouds
579,Iturama,BR,-19.7281,-50.1956,77.43,30,0,0.74,clear sky
580,Mangrol,IN,21.1167,70.1167,81.19,77,100,12.62,overcast clouds
581,Manthani,IN,18.65,79.6667,75.18,96,100,6.51,overcast clouds
582,Aasiaat,GL,68.7098,-52.8699,38.8,94,100,8.16,overcast clouds
583,Ukiah,US,39.1502,-123.2078,111.13,20,1,8.05,clear sky
584,Hamilton,US,39.1834,-84.5333,74.59,74,20,1.01,few clouds
585,Abu Kamal,SY,34.4506,40.9171,85.71,29,0,13.04,clear sky
586,Sistranda,NO,63.7256,8.834,54.9,80,100,11.18,overcast clouds
587,Araguacu,BR,-12.9306,-49.8264,79.79,23,1,3.58,clear sky
588,Coahuayana,MX,18.7333,-103.6833,89.08,75,79,4.5,broken clouds
589,Riyadh,SA,24.6877,46.7219,87.94,17,10,7.31,clear sky
590,Qaqortoq,GL,60.7167,-46.0333,50.5,98,100,10.78,moderate rain
591,Hobbs,US,32.7026,-103.136,84.34,56,1,4.0,clear sky
592,Ler,SS,8.3018,30.1418,70.66,92,82,1.5,broken clouds
593,Marktoberdorf,DE,47.7833,10.6167,65.01,94,55,8.19,broken clouds
594,Along,IN,28.1667,94.7667,75.18,97,100,1.52,overcast clouds
595,Manta,EC,-0.95,-80.7333,74.98,78,20,8.05,few clouds
596,Elko,US,41.0002,-115.5012,95.02,7,23,8.99,few clouds
597,Rotenburg,DE,53.1167,9.4,64.29,91,48,6.2,scattered clouds
598,Galveston,US,29.3669,-94.9669,85.96,80,1,1.99,clear sky
599,Barcelos,PT,41.5388,-8.6151,68.85,75,0,5.3,clear sky
600,Lethem,GY,3.3803,-59.7968,74.62,91,69,4.05,broken clouds
601,Atar,MR,20.5169,-13.0499,92.3,27,18,7.05,few clouds
602,Muroto,JP,33.2833,134.15,75.24,84,100,7.7,overcast clouds
603,Yulara,AU,-25.2406,130.9889,60.64,27,90,12.66,overcast clouds
604,Petropavlivka,UA,48.4564,36.4367,63.3,80,82,3.71,broken clouds
605,Robertsport,LR,6.7533,-11.3686,77.49,80,70,11.59,broken clouds
606,Alta Floresta,BR,-9.8756,-56.0861,79.61,46,59,2.44,broken clouds
607,Carpinteria,US,34.3989,-119.5185,102.11,49,10,7.49,clear sky
608,San Lorenzo,PY,-25.3333,-57.5333,63.54,77,0,3.44,clear sky
609,Baruun-Urt,MN,46.6806,113.2792,63.3,73,1,9.4,clear sky
610,Skjervoy,NO,70.0311,20.9714,48.11,72,83,8.25,broken clouds
611,Rocha,UY,-34.4833,-54.3333,51.13,100,67,2.46,broken clouds
612,Yerofey Pavlovich,RU,53.9667,121.9667,68.5,58,6,2.62,clear sky
613,Contramaestre,CU,20.2978,-76.2414,83.68,72,72,2.01,broken clouds
614,Laguna,US,38.421,-121.4238,105.13,32,1,6.91,haze
615,Cockburn Town,TC,21.4612,-71.1419,82.36,78,40,13.8,scattered clouds
616,Wagga Wagga,AU,-35.1167,147.3667,48.6,93,90,8.05,overcast clouds
617,Dandong,CN,40.1292,124.3947,72.82,83,100,2.89,overcast clouds
618,Menomonie,US,44.8755,-91.9193,78.82,53,9,5.75,clear sky
619,Kalianget,ID,-7.05,113.9333,81.12,73,17,13.89,few clouds
620,Dir,PK,35.2058,71.8756,63.03,69,0,5.28,clear sky
621,Douglas,US,41.3,-96.167,82.74,60,1,3.0,clear sky
622,Chippewa Falls,US,44.9369,-91.3929,78.98,55,1,12.66,clear sky
623,Kangaatsiaq,GL,68.3065,-53.4641,43.9,88,97,8.21,overcast clouds
624,Nikel,RU,69.4128,30.222,42.98,81,100,10.65,overcast clouds
625,Kushima,JP,31.4583,131.2333,80.11,83,97,4.81,overcast clouds
626,Andenes,NO,69.3143,16.1194,48.18,87,90,24.16,overcast clouds
627,Zinder,NE,13.8072,8.9881,81.86,62,78,1.21,broken clouds
628,Smirnykh,RU,49.75,142.8333,62.67,70,96,4.59,overcast clouds
629,Limoges,FR,45.75,1.3333,61.68,94,90,9.22,light intensity drizzle
630,Hovd,MN,48.0056,91.6419,56.61,92,100,8.14,overcast clouds
631,Nusaybin,TR,37.0778,41.2178,73.94,26,0,7.11,clear sky
632,Chanderi,IN,24.7167,78.1333,78.94,77,91,7.36,overcast clouds
633,San Antonio,US,29.4241,-98.4936,81.61,84,1,4.61,clear sky
634,Savelugu,GH,9.6244,-0.8253,76.82,72,100,4.94,overcast clouds
635,Copiapo,CL,-27.3667,-70.3333,47.89,56,81,3.47,broken clouds
636,Chowchilla,US,37.123,-120.2602,105.42,22,1,8.05,clear sky
637,Rudnichnyy,RU,59.617,52.4703,56.23,78,98,6.73,overcast clouds
638,Viedma,AR,-40.8135,-62.9967,62.1,25,97,18.05,overcast clouds
639,Saint-Pierre,RE,-21.3393,55.4781,64.04,82,75,8.05,light rain
640,Umm Lajj,SA,25.0213,37.2685,86.83,56,34,6.02,scattered clouds
641,Carbondale,US,37.7273,-89.2168,78.8,75,90,4.61,overcast clouds
642,Wanning,CN,18.8003,110.3967,82.65,86,70,9.82,broken clouds
643,Ecoporanga,BR,-18.3733,-40.8306,67.98,85,25,6.8,scattered clouds
644,Nhulunbuy,AU,-12.2333,136.7667,84.81,58,20,16.11,few clouds
645,Olinda,BR,-8.0089,-34.8553,73.13,68,40,10.36,scattered clouds
646,Tahoua,NE,14.8888,5.2692,73.38,94,40,4.61,scattered clouds
647,Lashio,MM,22.9333,97.75,69.49,100,100,2.24,overcast clouds
648,Panacan,PH,9.2463,118.4082,83.03,73,81,3.36,broken clouds
649,Gazli,UZ,40.1333,63.45,70.18,27,0,13.96,clear sky
650,Vostok,RU,46.4856,135.8833,67.64,64,63,2.04,broken clouds
651,Vanderhoof,CA,54.0166,-124.0198,77.29,27,93,15.35,overcast clouds
652,Mampong,GH,7.0627,-1.4001,70.83,82,96,6.04,overcast clouds
653,Caravelas,BR,-17.7125,-39.2481,69.85,87,11,5.41,few clouds
654,Boguchany,RU,58.3814,97.4531,59.32,74,98,2.95,overcast clouds
655,Fushun,CN,41.8558,123.9233,73.11,86,100,1.45,overcast clouds
656,Gurlan,UZ,41.8447,60.3919,62.51,30,0,9.95,clear sky
657,Avera,US,33.194,-82.5271,81.75,80,100,5.97,overcast clouds
658,Rudkobing,DK,54.9364,10.7102,58.98,86,83,21.59,broken clouds
659,Boali,CF,4.8005,18.1275,78.67,97,99,3.71,moderate rain
660,Vestmanna,FO,62.1564,-7.1664,41.92,93,75,1.14,broken clouds
661,Adre,TD,13.4667,22.2,74.21,73,76,4.52,broken clouds
662,Yarim,YE,14.298,44.3779,60.39,56,76,3.89,broken clouds
663,Sangar,RU,63.9242,127.4739,59.38,66,90,6.35,overcast clouds
664,Ostrovnoy,RU,68.0531,39.5131,51.35,98,100,11.18,overcast clouds
665,Aleksandrov Gay,RU,50.147,48.5704,75.42,27,100,8.72,overcast clouds
666,Filadelfia,US,39.9523,-75.1638,80.29,58,1,6.91,clear sky
667,Nouadhibou,MR,20.931,-17.0347,71.58,94,10,9.22,clear sky
668,Ust-Maya,RU,60.4167,134.5333,73.36,68,83,3.69,broken clouds
669,Tocopilla,CL,-22.092,-70.1979,61.45,71,19,7.9,few clouds
670,Tarata,BO,-17.6167,-66.0167,63.82,57,14,5.77,few clouds
671,Oudtshoorn,ZA,-33.5907,22.2014,46.76,45,4,5.17,clear sky
672,Bonga,ET,7.2833,36.2333,57.9,99,95,1.07,overcast clouds
673,Espoo,FI,60.25,24.6667,58.06,85,0,6.91,clear sky
674,Dongying,CN,37.4564,118.4856,78.37,68,20,2.64,light rain
675,Labuhan,ID,-6.8844,112.2051,77.63,80,85,7.18,overcast clouds
676,Palu,ID,-0.8917,119.8707,80.28,79,27,2.1,scattered clouds
677,Iwaki,JP,37.05,140.8833,72.77,85,99,8.12,overcast clouds
678,Newcastleton,GB,55.1796,-2.8127,55.24,92,69,5.84,broken clouds
679,Balakhta,RU,55.38,91.6,53.91,80,29,1.79,scattered clouds
680,Newport,GB,51.5877,-2.9984,61.86,83,88,6.64,overcast clouds
681,Tulun,RU,54.5611,100.5792,56.77,97,100,5.77,light rain
682,Kyzyl-Suu,KG,42.3414,78.0056,48.67,88,96,1.23,overcast clouds
683,Maun,BW,-19.9833,23.4167,55.36,58,0,3.44,clear sky
684,Batagay-Alyta,RU,67.8006,130.4114,50.0,69,100,2.62,overcast clouds
685,Grand Gaube,MU,-20.0064,57.6608,68.4,75,78,5.01,broken clouds
686,Honiara,SB,-9.4333,159.95,84.45,77,85,10.29,overcast clouds
687,Oruro,BO,-17.9833,-67.15,46.58,17,17,8.12,few clouds
688,Guiglo,CI,6.5456,-7.4966,70.0,87,95,2.71,overcast clouds
689,Luwuk,ID,-0.9516,122.7875,79.48,80,36,5.88,scattered clouds
